bairro_group,bairro,latitude,longitude,room_type,minimo_noites,numero_de_reviews,reviews_por_mes,calculado_host_listings_count,disponibilidade_365
2,6,40.67493,-73.94081,1,5,0,0.0,2,0
1,3,40.74042,-73.99883,1,1,0,0.0,1,228
1,18,40.742,-73.98154,1,2,2,2.0,1,11
2,1,40.69216,-73.92915,2,3,0,0.0,2,43
2,2,40.70117,-73.91755,2,1,2,1.67,1,0
2,2,40.68747,-73.90977,2,1,2,2.0,2,172
2,1,40.68366,-73.9192,1,2,1,1.0,1,341
1,16,40.81675,-73.93696,2,3,0,0.0,1,87
1,17,40.76645,-73.99101,1,1,2,2.0,1,81
4,23,40.74283,-73.88899,2,2,0,0.0,1,179
1,16,40.80346,-73.95702,1,2,2,1.58,2,154
1,9,40.72702,-73.9798,1,4,2,2.0,1,0
2,2,40.7005,-73.92412,1,4,0,0.0,1,5
4,23,40.75982,-73.78312,2,5,0,0.0,1,177
2,5,40.69143,-73.968,1,4,0,0.0,1,0
1,16,40.81393,-73.94365,2,2,0,0.0,1,124
1,8,40.79901,-73.94334,1,2,2,1.87,1,138
1,17,40.7555,-73.99399,1,7,2,2.0,1,61
1,16,40.81868,-73.94417,1,2,1,1.0,1,123
1,30,40.80103,-73.9706,1,6,2,2.0,1,69
1,16,40.822,-73.95582,2,1,1,1.0,3,61
1,20,40.71814,-73.98357,2,2,0,0.0,1,0
1,16,40.80176,-73.95663,2,1,0,0.0,2,39
2,23,40.60551,-74.00129,2,1,2,2.0,1,90
1,15,40.73359,-73.99772,1,3,2,2.0,1,32
2,12,40.69447,-73.97296,1,6,0,0.0,1,43
1,9,40.72404,-73.98219,1,2,0,0.0,1,0
5,23,40.84268,-73.91007,2,1,0,0.0,1,188
2,1,40.68882,-73.94784,1,3,1,1.0,1,282
1,9,40.72842,-73.98097,1,1,2,2.0,1,344
4,19,40.7646,-73.93085,2,2,0,0.0,1,133
1,16,40.82136,-73.95606,2,1,2,2.0,3,41
2,6,40.67542,-73.9495,2,4,2,2.0,1,3
2,6,40.66819,-73.93783,1,2,2,2.0,1,356
2,33,40.7192,-73.94354,2,6,1,1.0,1,20
2,33,40.71651,-73.94213,1,3,2,2.0,1,152
1,16,40.82128,-73.93909,1,1,2,2.0,1,104
2,2,40.70098,-73.9193,1,3,0,0.0,3,77
2,1,40.67903,-73.94183,2,10,0,0.0,1,0
1,9,40.72375,-73.98949,1,5,1,1.0,1,8
2,6,40.66765,-73.93928,1,2,1,1.0,1,343
2,12,40.68934,-73.96959,1,2,3,2.37,1,79
3,23,40.61569,-74.08957,1,2,1,1.0,1,44
4,23,40.7439,-73.91409,2,1,1,0.81,3,302
1,20,40.71929,-73.98826,2,1,0,0.0,1,0
2,2,40.70137,-73.92028,2,2,1,1.0,1,1
4,23,40.65101,-73.73721,2,1,0,0.0,1,180
1,3,40.74117,-73.99951,1,4,0,0.0,1,16
2,33,40.71534,-73.95692,1,1,2,2.0,1,71
1,9,40.7267,-73.97965,1,1,1,0.81,1,349
1,23,40.74682,-73.97983,1,1,0,0.0,2,364
1,3,40.75393,-73.99992,1,1,0,0.0,1,362
1,29,40.76768,-73.95455,1,2,1,1.0,1,57
2,23,40.63506,-73.9744,2,1,2,2.0,2,18
1,18,40.74442,-73.98047,1,1,1,1.0,1,221
1,9,40.73258,-73.98648,1,2,0,0.0,1,310
2,2,40.70078,-73.92803,2,6,1,1.0,1,27
4,19,40.75367,-73.9289,2,5,1,1.0,1,49
1,3,40.75347,-73.99883,1,1,0,0.0,1,337
5,23,40.83898,-73.86492,3,1,0,0.0,1,364
4,0,40.75813,-73.92152,2,1,2,2.0,1,341
4,23,40.65902,-73.73783,2,1,0,0.0,2,365
1,10,40.70473,-74.01582,2,2,1,1.0,2,5
4,23,40.73611,-73.86401,2,1,2,1.76,2,62
4,23,40.75728,-73.80072,2,2,2,1.58,1,315
1,3,40.74614,-74.00168,2,5,0,0.0,1,79
2,33,40.71419,-73.95967,1,2,1,1.0,1,15
1,22,40.8127,-73.96163,2,1,1,0.81,1,365
2,33,40.70478,-73.93851,2,7,1,1.0,1,97
5,23,40.89147,-73.84747,1,2,0,0.0,1,173
5,23,40.82778,-73.91516,1,3,2,2.0,1,253
2,2,40.70149,-73.92768,1,7,0,0.0,2,55
4,0,40.76542,-73.92607,1,7,1,1.0,1,82
4,23,40.58485,-73.81482,1,2,2,2.0,1,152
1,3,40.74575,-74.01052,1,1,0,0.0,1,361
2,26,40.66459,-73.96629,2,2,0,0.0,1,179
2,1,40.68213,-73.9538,2,4,0,0.0,1,38
1,17,40.76273,-73.99028,1,2,2,2.0,1,55
4,23,40.72085,-73.79179,1,2,0,0.0,2,19
2,1,40.68027,-73.94358,2,4,1,1.0,2,15
1,30,40.79164,-73.97361,1,1,0,0.0,1,22
1,17,40.76476,-73.98871,1,7,0,0.0,1,5
4,19,40.74833,-73.93682,1,3,1,1.0,1,0
1,29,40.76671,-73.95286,2,10,1,1.0,1,34
2,6,40.67038,-73.92962,1,2,1,1.0,3,326
3,23,40.60585,-74.13331,2,2,0,0.0,1,144
2,2,40.69694,-73.90766,1,2,1,1.0,1,0
4,0,40.756,-73.91589,2,2,1,1.0,1,87
2,1,40.6905,-73.93877,2,3,0,0.0,1,68
1,29,40.76179,-73.96427,1,1,1,1.0,1,331
4,23,40.75926,-73.82641,3,1,1,1.0,3,349
2,6,40.67768,-73.94332,1,5,1,1.0,2,321
4,23,40.67621,-73.78279,1,3,0,0.0,1,77
4,23,40.76774,-73.87358,2,2,2,1.87,1,266
1,29,40.78481,-73.95303,2,3,0,0.0,1,322
4,19,40.75365,-73.92247,2,6,0,0.0,1,313
2,1,40.69174,-73.93094,1,4,1,1.0,1,10
4,19,40.74774,-73.94757,2,2,0,0.0,2,4
2,5,40.69704,-73.96704,1,7,0,0.0,1,17
4,23,40.58825,-73.81208,2,1,2,2.0,1,5
1,15,40.73081,-74.00089,2,7,0,0.0,1,15
4,0,40.76411,-73.92076,2,3,0,0.0,1,43
1,16,40.82512,-73.93817,2,1,2,2.0,1,356
1,3,40.74469,-74.00535,1,4,0,0.0,2,0
2,33,40.71346,-73.95884,2,2,0,0.0,2,64
2,11,40.64224,-73.95824,2,1,0,0.0,1,70
4,19,40.75837,-73.93429,1,3,1,1.0,1,353
2,1,40.69044,-73.95893,1,4,0,0.0,1,36
2,1,40.6821,-73.95279,2,7,0,0.0,1,0
1,29,40.76615,-73.95639,2,1,0,0.0,2,7
2,23,40.69722,-73.98467,2,1,0,0.0,1,16
2,1,40.6946,-73.93448,2,4,2,2.0,1,28
4,23,40.71357,-73.8794,1,2,1,1.0,2,161
2,1,40.69423,-73.94627,2,1,0,0.0,1,365
1,10,40.70785,-74.00645,3,1,1,1.0,1,179
1,16,40.80224,-73.95168,1,7,0,0.0,2,9
4,23,40.74329,-73.8787,2,2,2,2.0,1,0
2,26,40.65842,-73.96044,2,2,1,0.91,2,89
1,17,40.7665,-73.98673,1,2,1,1.0,1,35
1,3,40.7455,-73.99714,1,4,0,0.0,1,45
4,23,40.74793,-73.92034,2,4,0,0.0,1,69
1,17,40.75949,-73.98825,1,3,2,2.0,1,219
1,29,40.77574,-73.95331,1,1,1,1.0,3,266
4,23,40.72608,-73.82038,1,1,0,0.0,1,364
1,8,40.79798,-73.93972,1,1,0,0.0,1,16
1,3,40.74505,-74.00298,1,2,0,0.0,1,9
2,33,40.71004,-73.95577,1,2,2,1.87,1,23
4,19,40.76228,-73.94272,2,5,2,2.0,1,43
3,23,40.63911,-74.08376,1,2,0,0.0,1,25
4,0,40.77545,-73.92704,1,5,0,0.0,1,22
4,19,40.76043,-73.93104,1,3,0,0.0,1,36
2,2,40.69888,-73.93075,1,7,2,2.0,2,179
1,31,40.8564,-73.92703,2,1,2,2.0,1,60
1,3,40.74972,-73.99655,1,3,2,2.0,1,281
2,33,40.71413,-73.93701,1,3,2,2.0,1,137
2,23,40.63331,-74.01975,2,5,0,0.0,2,37
5,23,40.87066,-73.88227,2,2,0,0.0,1,53
1,3,40.74625,-74.0,1,3,2,2.0,1,242
1,3,40.74006,-74.00071,1,3,0,0.0,1,252
1,13,40.73735,-73.98425,1,2,1,1.0,1,10
2,1,40.69161,-73.94703,1,2,1,1.0,2,5
1,16,40.81051,-73.948,1,2,1,1.0,1,70
1,30,40.77618,-73.98395,1,8,1,1.0,1,62
1,29,40.76786,-73.95639,1,7,1,1.0,1,43
1,17,40.7635,-73.9878,1,4,2,2.0,1,92
1,29,40.76665,-73.95398,2,4,2,2.0,2,42
2,26,40.65877,-73.9447,1,2,1,1.0,1,25
2,23,40.6774,-74.00304,1,2,0,0.0,1,11
5,23,40.86493,-73.90315,2,2,2,2.0,1,86
2,2,40.68936,-73.92071,1,7,2,2.0,1,15
2,23,40.63486,-74.02122,2,5,0,0.0,2,15
1,20,40.72247,-73.98838,1,3,1,1.0,1,1
2,1,40.68364,-73.92307,1,3,1,1.0,1,0
1,21,40.75144,-73.9709,1,3,1,1.0,1,334
2,1,40.6818,-73.93879,1,2,1,1.0,1,11
1,16,40.82238,-73.95476,2,2,1,1.0,1,90
1,32,40.73207,-74.01087,1,4,1,1.0,1,50
2,1,40.67815,-73.92534,2,1,1,1.0,2,147
2,23,40.6297,-74.0302,2,1,2,2.0,3,344
1,3,40.74216,-73.99363,1,1,1,1.0,3,210
1,17,40.76243,-73.98978,2,1,1,1.0,1,138
1,9,40.72832,-73.98984,2,1,0,0.0,1,177
4,0,40.77018,-73.92108,1,2,2,2.0,1,22
1,32,40.73006,-74.00713,1,1,1,1.0,1,27
4,27,40.70527,-73.91075,2,1,0,0.0,3,76
1,16,40.81144,-73.94386,2,3,0,0.0,3,244
4,0,40.75998,-73.926,1,1,1,1.0,1,5
1,3,40.75217,-73.99828,1,3,1,1.0,1,196
2,1,40.69006,-73.95127,1,2,1,1.0,1,21
2,2,40.68864,-73.91614,1,3,1,1.0,3,358
2,1,40.68598,-73.91997,1,3,0,0.0,2,41
4,23,40.68158,-73.7755,2,1,0,0.0,3,364
4,23,40.68144,-73.77739,1,1,0,0.0,3,22
1,16,40.82168,-73.93855,2,1,1,1.0,1,116
2,33,40.7103,-73.96631,1,3,1,1.0,1,16
4,27,40.70196,-73.90578,1,2,0,0.0,1,41
2,5,40.6853,-73.96692,1,7,2,2.0,1,29
2,1,40.69004,-73.95224,2,7,1,0.83,1,21
1,15,40.73125,-73.99933,1,5,0,0.0,1,9
1,29,40.76299,-73.961,1,1,0,0.0,1,0
2,23,40.67201,-73.86944,2,3,0,0.0,2,363
1,16,40.81433,-73.94255,2,5,1,1.0,3,246
1,16,40.81369,-73.94239,2,5,0,0.0,3,265
1,16,40.81389,-73.94239,2,5,1,1.0,3,260
4,0,40.75875,-73.92048,1,2,2,2.0,1,279
5,23,40.86093,-73.85185,1,2,2,2.0,1,160
1,3,40.74814,-73.99416,1,1,2,2.0,1,238
1,21,40.76527,-73.98139,2,3,0,0.0,1,3
1,23,40.7485,-73.97419,2,4,0,0.0,1,46
2,1,40.68725,-73.95086,1,4,1,1.0,1,303
4,0,40.75883,-73.9216,1,2,0,0.0,1,282
2,33,40.70929,-73.95523,2,1,2,1.82,2,260
2,33,40.71452,-73.9534,1,1,1,1.0,2,64
2,33,40.70741,-73.94233,1,2,0,0.0,1,27
2,23,40.68207,-73.87358,1,5,1,1.0,3,29
4,23,40.75755,-73.86199,1,2,2,2.0,1,338
1,16,40.80438,-73.95284,1,2,1,1.0,1,214
2,23,40.64746,-73.90848,1,2,2,2.0,1,87
4,0,40.76444,-73.9157,1,2,1,1.0,1,270
1,32,40.73168,-74.00195,1,3,2,2.0,1,195
2,23,40.63919,-74.02526,1,2,0,0.0,1,119
2,1,40.67866,-73.94759,1,4,0,0.0,1,9
1,16,40.81852,-73.9381,2,1,0,0.0,1,89
2,33,40.71203,-73.95241,2,4,1,1.0,1,5
1,17,40.75994,-73.99591,1,4,0,0.0,1,10
4,23,40.66104,-73.76251,2,1,1,1.0,1,89
4,23,40.69488,-73.89649,2,2,1,1.0,1,90
4,0,40.76358,-73.92399,1,3,0,0.0,1,253
4,0,40.76438,-73.91419,1,2,1,1.0,1,279
1,23,40.71192,-73.99539,2,1,2,2.0,1,161
1,9,40.72952,-73.98229,1,3,2,2.0,1,18
4,23,40.73979,-73.77752,1,1,1,1.0,1,178
4,23,40.75103,-73.8913,2,1,2,2.0,1,42
2,6,40.66397,-73.93353,1,2,1,1.0,1,87
2,1,40.68805,-73.95954,2,3,1,1.0,2,365
1,31,40.84274,-73.94219,2,1,0,0.0,2,179
1,31,40.84414,-73.94099,2,1,0,0.0,2,179
2,6,40.67376,-73.95816,1,3,0,0.0,2,8
1,17,40.76426,-73.98945,2,3,1,1.0,2,20
2,6,40.67585,-73.91808,2,1,1,0.88,1,34
5,23,40.86066,-73.89883,2,1,0,0.0,1,363
1,18,40.74122,-73.98274,1,2,1,1.0,1,185
2,1,40.68197,-73.93618,2,2,1,1.0,1,154
1,16,40.81658,-73.938,1,2,1,1.0,1,208
4,23,40.7143,-73.81834,3,2,0,0.0,1,365
2,33,40.71518,-73.94146,1,3,0,0.0,1,359
2,23,40.68752,-73.98549,1,4,0,0.0,1,45
4,0,40.75566,-73.91742,1,1,1,1.0,1,27
2,2,40.68743,-73.91048,1,3,0,0.0,1,51
1,17,40.75711,-73.99674,2,3,1,1.0,2,30
1,10,40.70886,-74.00885,1,3,2,2.0,1,339
4,27,40.70633,-73.91344,2,1,2,2.0,1,63
2,6,40.67432,-73.94255,1,3,0,0.0,1,247
1,29,40.77401,-73.94993,1,5,0,0.0,1,77
1,8,40.78658,-73.94989,1,4,0,0.0,1,121
2,2,40.70155,-73.92628,1,2,2,2.0,1,7
1,23,40.86542,-73.92092,1,1,0,0.0,1,0
1,23,40.72358,-74.00397,1,1,1,0.91,1,6
1,13,40.73523,-73.98142,1,1,0,0.0,1,14
1,17,40.75431,-73.99459,1,3,1,1.0,1,267
2,33,40.70985,-73.94462,2,2,1,1.0,1,10
2,1,40.68451,-73.92753,2,1,2,2.0,1,161
1,17,40.76125,-73.98848,1,3,2,2.0,1,203
5,23,40.9026,-73.84806,1,2,0,0.0,1,346
1,23,40.86639,-73.92369,1,7,0,0.0,1,8
1,18,40.7409,-73.98085,1,2,0,0.0,1,49
4,23,40.66206,-73.74962,2,1,0,0.0,2,180
1,29,40.78037,-73.94657,1,5,1,1.0,1,23
1,8,40.79136,-73.93979,1,2,1,1.0,1,365
2,33,40.71601,-73.9413,2,1,1,1.0,2,23
2,1,40.67846,-73.90803,2,3,0,0.0,1,9
1,20,40.71871,-73.99058,1,2,1,1.0,1,284
4,19,40.75734,-73.9324,1,2,1,1.0,1,261
4,19,40.76435,-73.93537,1,5,1,1.0,1,63
3,23,40.62845,-74.12294,1,2,1,1.0,2,342
1,4,40.71654,-73.99485,1,3,2,2.0,1,215
2,7,40.65926,-73.93468,2,2,1,1.0,2,343
1,17,40.76021,-73.99976,1,1,2,2.0,1,133
2,2,40.6949,-73.91636,2,7,0,0.0,2,15
4,23,40.7488,-73.82191,2,3,0,0.0,1,90
2,5,40.68875,-73.96725,1,5,0,0.0,2,209
1,23,40.71703,-73.998,2,4,0,0.0,1,44
1,17,40.76198,-74.00033,1,1,0,0.0,1,3
2,33,40.7128,-73.94342,1,7,0,0.0,1,33
2,33,40.71926,-73.96035,1,2,0,0.0,1,10
1,15,40.72973,-74.00166,1,2,2,2.0,1,177
4,0,40.75942,-73.92601,3,2,1,1.0,1,84
1,17,40.76437,-73.99184,1,2,1,1.0,1,32
1,30,40.80092,-73.96195,2,1,0,0.0,1,293
2,14,40.72329,-73.93758,1,1,2,2.0,1,365
1,17,40.75332,-73.99539,1,3,1,1.0,1,53
2,1,40.67813,-73.92904,2,5,1,1.0,3,356
1,29,40.76801,-73.96896,1,2,2,2.0,1,105
4,23,40.60825,-73.75695,2,1,0,0.0,1,342
5,23,40.8455,-73.86217,2,3,1,1.0,1,342
4,23,40.58817,-73.79914,2,3,1,1.0,1,95
5,23,40.88452,-73.91065,1,3,2,2.0,1,52
4,19,40.76117,-73.93038,1,4,0,0.0,1,39
1,17,40.77044,-73.99126,1,3,0,0.0,1,29
2,2,40.70364,-73.92679,2,2,0,0.0,1,57
4,0,40.76842,-73.90633,2,1,2,2.0,3,179
1,18,40.74399,-73.97753,1,3,2,2.0,1,350
2,2,40.70385,-73.91694,2,2,0,0.0,3,314
4,23,40.72085,-73.84088,1,1,0,0.0,1,7
4,23,40.65792,-73.73945,2,7,1,1.0,1,227
1,30,40.787,-73.97237,1,2,1,1.0,1,265
4,23,40.76227,-73.86451,2,1,1,1.0,1,48
2,2,40.69339,-73.90647,2,3,1,1.0,3,72
1,23,40.72087,-73.99647,1,2,0,0.0,1,88
2,28,40.64658,-74.00986,2,10,0,0.0,1,67
2,12,40.6938,-73.97404,1,3,1,1.0,2,107
4,23,40.74908,-73.87961,3,1,0,0.0,2,341
2,11,40.65175,-73.96208,3,10,1,1.0,3,299
2,11,40.65022,-73.96281,3,4,1,1.0,3,334
2,11,40.64946,-73.96041,3,10,0,0.0,3,341
1,15,40.72938,-73.99955,1,2,1,1.0,1,146
1,3,40.74637,-74.0002,1,3,2,2.0,1,35
1,30,40.77119,-73.98769,1,3,1,1.0,1,14
1,10,40.70629,-74.01535,1,1,1,1.0,1,326
2,23,40.67807,-73.8794,2,3,0,0.0,2,365
4,23,40.75811,-73.82504,3,1,2,2.0,3,355
1,23,40.74612,-73.97417,1,1,0,0.0,1,201
1,31,40.83833,-73.94539,2,1,2,2.0,1,278
5,23,40.82794,-73.90412,2,2,1,1.0,1,364
1,20,40.7132,-73.99103,1,3,0,0.0,1,71
2,23,40.66192,-73.88213,1,1,0,0.0,1,297
3,23,40.50641,-74.23059,1,1,1,1.0,1,299
2,2,40.69424,-73.91847,2,3,0,0.0,3,275
1,23,40.7572,-73.98628,1,10,1,1.0,1,17
2,23,40.67228,-73.89194,1,2,0,0.0,1,324
1,10,40.70595,-74.00974,1,2,2,2.0,1,335
2,2,40.69222,-73.91971,1,2,2,2.0,3,351
2,33,40.71324,-73.94271,1,3,1,1.0,1,217
1,23,40.74536,-73.97222,1,2,1,1.0,1,69
2,12,40.69171,-73.98145,1,2,2,2.0,1,11
1,17,40.76333,-73.99141,2,1,0,0.0,1,207
1,17,40.76369,-73.991,1,4,0,0.0,1,59
2,23,40.65681,-73.87854,2,1,0,0.0,1,105
1,31,40.85681,-73.92655,2,1,0,0.0,1,87
1,3,40.74704,-74.00239,2,1,1,1.0,1,21
5,23,40.88531,-73.90008,2,3,0,0.0,1,88
1,30,40.80069,-73.96431,3,7,0,0.0,1,39
2,23,40.66731,-73.98547,1,5,0,0.0,1,9
1,3,40.7428,-73.9956,1,2,1,1.0,1,25
1,29,40.76453,-73.95867,1,4,1,1.0,1,243
1,17,40.7665,-73.98578,1,3,2,2.0,1,22
2,23,40.66302,-73.86082,1,3,1,1.0,1,94
2,14,40.72105,-73.93933,1,1,2,2.0,1,316
2,12,40.69235,-73.97369,2,2,2,2.0,2,164
1,3,40.75117,-73.99783,1,3,2,2.0,1,54
1,10,40.70612,-74.00464,2,1,0,0.0,2,83
1,16,40.82817,-73.94598,2,1,1,1.0,3,35
2,24,40.66993,-73.97709,1,11,0,0.0,1,25
2,25,40.67977,-73.96882,1,3,1,1.0,1,89
1,8,40.80857,-73.93951,2,1,0,0.0,1,102
1,16,40.82784,-73.94559,2,1,0,0.0,3,21
2,28,40.63851,-74.00843,2,3,0,0.0,2,158
1,23,40.72438,-74.00114,1,3,0,0.0,1,176
4,23,40.77444,-73.73373,1,3,0,0.0,1,3
1,23,40.72367,-74.00229,1,4,0,0.0,1,5
3,23,40.56153,-74.10047,1,5,0,0.0,1,46
2,11,40.64434,-73.95288,2,3,0,0.0,2,311
2,6,40.67711,-73.95,2,2,0,0.0,2,20
4,0,40.76822,-73.90783,2,1,1,1.0,3,60
1,23,40.72037,-73.99454,1,2,0,0.0,1,311
2,1,40.68971,-73.92527,1,1,1,1.0,2,311
2,23,40.66524,-73.89052,2,1,0,0.0,3,103
4,23,40.71913,-73.816,2,1,2,2.0,1,90
1,30,40.78642,-73.97723,2,3,0,0.0,2,112
4,23,40.58447,-73.81704,1,3,2,2.0,1,261
1,21,40.7459,-73.98663,2,2,1,1.0,1,363
2,33,40.71144,-73.96488,1,2,0,0.0,1,4
2,33,40.71431,-73.9532,1,2,1,1.0,1,13
2,5,40.68965,-73.96742,2,6,1,1.0,1,19
1,4,40.71496,-73.99063,1,1,0,0.0,1,160
5,23,40.84308,-73.90652,2,3,0,0.0,2,113
1,29,40.7739,-73.94803,1,7,0,0.0,1,44
2,1,40.68557,-73.93023,2,3,1,1.0,1,348
2,1,40.69312,-73.96051,1,2,1,1.0,1,66
2,23,40.65944,-73.91489,2,1,0,0.0,1,86
1,3,40.74441,-74.00765,1,2,0,0.0,1,74
2,1,40.68603,-73.92006,1,3,1,1.0,1,9
1,20,40.72076,-73.9885,1,5,1,1.0,1,4
4,23,40.75283,-73.82561,2,1,1,1.0,1,365
2,5,40.69325,-73.96732,1,2,0,0.0,1,6
2,24,40.67606,-73.98251,1,3,0,0.0,1,232
4,23,40.75932,-73.79859,2,1,2,2.0,1,365
2,23,40.6666,-73.89112,2,2,0,0.0,2,179
2,6,40.6752,-73.94851,2,3,1,1.0,2,360
1,22,40.80695,-73.9654,1,7,0,0.0,1,10
1,8,40.80391,-73.9361,1,3,1,1.0,3,302
4,23,40.75304,-73.87661,2,2,2,2.0,1,3
2,11,40.64225,-73.96425,1,2,1,1.0,1,4
1,31,40.84655,-73.93332,2,3,0,0.0,2,81
1,17,40.76369,-73.98891,2,1,0,0.0,1,167
1,16,40.81868,-73.93937,2,3,0,0.0,2,88
2,11,40.64936,-73.96061,2,1,2,2.0,3,342
2,2,40.70013,-73.93502,1,4,2,2.0,1,28
2,2,40.69175,-73.90932,1,2,1,1.0,2,9
1,32,40.73234,-74.00543,1,1,1,1.0,1,75
1,29,40.77842,-73.95026,1,3,1,1.0,1,15
5,23,40.8315,-73.92277,1,3,1,1.0,1,20
1,29,40.76209,-73.96181,1,5,0,0.0,1,58
2,2,40.69014,-73.91531,2,7,0,0.0,1,6
2,23,40.67072,-73.86947,2,3,0,0.0,2,363
1,16,40.80434,-73.95515,1,3,2,2.0,1,207
2,11,40.642,-73.95979,1,1,0,0.0,1,12
1,16,40.8129,-73.94391,2,5,0,0.0,1,193
1,29,40.77065,-73.96675,1,7,0,0.0,3,270
2,33,40.71139,-73.96208,1,2,0,0.0,1,134
1,10,40.70737,-74.00622,2,1,0,0.0,2,35
2,28,40.66154,-73.99158,1,9,0,0.0,1,16
2,6,40.67037,-73.92764,1,4,2,2.0,1,84
1,23,40.72683,-74.00222,1,1,1,1.0,1,308
2,14,40.72775,-73.94944,1,3,1,1.0,1,256
1,8,40.79755,-73.94797,2,2,0,0.0,1,7
1,20,40.71982,-73.98849,1,2,0,0.0,1,170
4,19,40.74887,-73.93829,2,2,0,0.0,2,53
4,23,40.74415,-73.86545,2,1,0,0.0,1,365
2,6,40.67718,-73.93524,1,1,0,0.0,2,300
2,1,40.69463,-73.94546,2,3,1,1.0,3,81
1,3,40.74783,-73.99978,1,1,1,1.0,1,336
2,11,40.6524,-73.96314,2,1,1,1.0,2,24
2,23,40.63646,-74.02396,2,3,0,0.0,1,327
1,10,40.7061,-74.00936,1,1,1,1.0,1,82
1,29,40.76418,-73.9555,3,1,1,1.0,1,70
1,9,40.72347,-73.97792,1,2,1,1.0,1,43
2,33,40.70519,-73.93418,2,3,1,1.0,3,13
2,33,40.7055,-73.93437,1,5,1,1.0,3,17
2,23,40.64265,-73.99138,2,2,1,1.0,3,163
1,18,40.74496,-73.97678,1,1,2,2.0,1,46
1,16,40.80369,-73.94764,1,1,0,0.0,2,14
1,29,40.773,-73.94759,2,8,0,0.0,2,77
1,20,40.72056,-73.98894,1,7,1,1.0,1,306
5,23,40.82231,-73.91696,1,7,0,0.0,1,254
1,17,40.75612,-73.99263,1,3,1,1.0,1,68
2,2,40.70816,-73.9222,1,5,0,0.0,1,152
2,23,40.58101,-73.98514,1,6,0,0.0,1,297
5,23,40.87277,-73.90268,1,2,0,0.0,1,47
2,23,40.66537,-73.88569,1,2,1,1.0,1,90
4,23,40.67299,-73.845,1,5,1,1.0,1,94
2,23,40.64468,-73.99026,2,2,2,2.0,3,180
2,23,40.64405,-73.99125,2,2,0,0.0,3,171
5,23,40.86429,-73.90204,2,1,0,0.0,1,83
2,33,40.71269,-73.95902,1,1,2,2.0,1,130
5,23,40.80807,-73.92811,1,4,0,0.0,1,103
1,9,40.7294,-73.98664,1,1,0,0.0,1,355
2,33,40.71006,-73.95716,1,2,0,0.0,1,260
1,10,40.70417,-74.01511,1,9,0,0.0,1,15
2,23,40.65905,-73.88273,1,2,1,1.0,1,144
1,17,40.75351,-73.99523,1,4,0,0.0,1,89
2,23,40.61819,-74.03296,3,1,1,1.0,1,353
4,27,40.70762,-73.89784,1,3,0,0.0,1,169
2,33,40.71421,-73.96259,1,2,0,0.0,1,244
2,24,40.66678,-73.97709,1,4,0,0.0,1,199
2,33,40.70779,-73.96254,1,2,2,2.0,1,288
4,0,40.76151,-73.90964,1,4,0,0.0,1,26
1,32,40.73613,-73.9987,2,1,0,0.0,2,75
1,31,40.8462,-73.93498,2,3,1,1.0,1,112
4,23,40.66969,-73.77464,2,2,0,0.0,2,90
2,33,40.70769,-73.96257,1,2,0,0.0,1,235
4,23,40.74511,-73.82909,2,1,0,0.0,1,59
1,21,40.76551,-73.98217,1,3,2,2.0,1,23
1,8,40.7885,-73.95093,2,2,2,2.0,1,11
4,0,40.76332,-73.91166,1,2,0,0.0,1,14
4,23,40.74696,-73.87104,1,1,2,2.0,1,148
2,2,40.69644,-73.91995,2,2,0,0.0,1,28
1,30,40.7846,-73.97636,2,3,0,0.0,2,24
1,8,40.79879,-73.94202,2,2,1,1.0,2,36
2,23,40.62317,-73.98873,2,3,0,0.0,2,179
2,23,40.69924,-73.99296,1,2,0,0.0,1,74
4,23,40.73954,-73.92095,3,1,0,0.0,1,359
4,27,40.70022,-73.89597,2,1,0,0.0,2,29
4,23,40.72899,-73.79578,1,1,0,0.0,1,179
5,23,40.81879,-73.88646,2,2,1,1.0,2,59
1,10,40.70537,-74.00784,1,2,1,1.0,1,10
1,32,40.73894,-74.00087,2,2,2,2.0,1,63
1,30,40.79976,-73.96549,1,1,2,2.0,1,37
5,23,40.82759,-73.92081,2,1,2,2.0,1,364
2,28,40.64699,-74.0156,2,1,0,0.0,1,28
2,23,40.61994,-73.93967,2,1,0,0.0,1,365
2,1,40.67897,-73.94192,2,3,1,1.0,1,57
2,7,40.65982,-73.93468,2,2,0,0.0,2,336
4,23,40.74164,-73.90289,2,5,0,0.0,1,197
1,29,40.78015,-73.94571,2,2,0,0.0,1,89
2,1,40.69229,-73.94116,2,2,1,1.0,1,5
1,15,40.72815,-73.99693,1,2,1,1.0,1,149
2,14,40.73259,-73.95611,2,3,1,1.0,1,65
1,16,40.81173,-73.94213,2,3,0,0.0,3,170
4,0,40.76408,-73.91979,2,3,1,1.0,1,341
1,21,40.75249,-73.9689,1,3,1,1.0,1,5
4,23,40.71512,-73.79391,2,3,0,0.0,1,179
3,23,40.64332,-74.07812,1,3,1,1.0,1,201
1,30,40.78544,-73.97062,1,4,0,0.0,1,317
4,23,40.68761,-73.84241,1,1,0,0.0,1,189
2,33,40.70677,-73.94196,1,3,1,1.0,1,5
1,4,40.7189,-73.99627,1,5,0,0.0,1,27
2,33,40.70748,-73.92835,2,3,0,0.0,2,34
4,23,40.74833,-73.90827,2,2,1,1.0,1,365
1,21,40.76355,-73.98102,1,3,1,1.0,1,149
1,18,40.74509,-73.97894,1,4,0,0.0,1,77
